,Id,MSSubClass,LotFrontage,LotArea,Street,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofMatl,MasVnrArea,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,GarageArea,PavedDrive,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
758,759,160,24.0,2280,Pave,Somerst,7,5,1999,CompShg,360.0,Gd,TA,ALQ,GasA,Gd,Y,757,744,1501,2,1,440,Y,0,8,2008,Normal,179400
759,760,60,65.0,12257,Pave,NoRidge,8,5,1995,CompShg,513.0,Gd,TA,LwQ,GasA,Ex,Y,1328,1203,2531,2,1,752,Y,0,11,2007,Normal,290000
760,761,20,70.0,9100,Pave,NAmes,6,6,1959,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,864,0,864,1,1,300,Y,450,10,2009,Normal,127500
761,762,30,60.0,6911,Pave,BrkSide,5,5,1924,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,1301,0,1301,1,1,440,Y,0,10,2009,Normal,100000
762,763,60,72.0,8640,Pave,Somerst,7,5,2009,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,764,783,1547,2,1,614,Y,0,6,2010,Normal,215200
763,764,60,82.0,9430,Pave,NoRidge,8,5,1999,CompShg,673.0,Gd,TA,GLQ,GasA,Ex,Y,1268,1097,2365,2,1,856,Y,0,7,2009,Normal,337000
764,765,120,30.0,9549,Pave,Veenker,8,5,1995,CompShg,0.0,Gd,Gd,LwQ,GasA,Ex,Y,1494,0,1494,1,1,481,Y,0,4,2006,Normal,270000
765,766,20,75.0,14587,Pave,Somerst,9,5,2008,CompShg,284.0,Gd,TA,Unf,GasA,Ex,Y,1506,0,1506,2,1,592,Y,0,8,2008,Partial,264132
766,767,60,80.0,10421,Pave,NWAmes,7,5,1988,CompShg,42.0,Gd,TA,GLQ,GasA,TA,Y,980,734,1714,2,1,496,Y,500,3,2010,Normal,196500
767,768,50,75.0,12508,Pave,Mitchel,6,7,1940,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,983,767,1750,2,1,423,Y,1300,7,2008,Normal,160000
768,769,20,70.0,9100,Pave,CollgCr,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1836,0,1836,2,1,484,Y,0,10,2006,Normal,216837
769,770,60,47.0,53504,Pave,StoneBr,8,5,2003,CompShg,603.0,Gd,TA,ALQ,GasA,Ex,Y,1690,1589,3279,3,1,841,Y,0,6,2010,Normal,538000
770,771,85,,7252,Pave,Sawyer,5,5,1982,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,858,0,858,1,1,576,Y,0,4,2009,Normal,134900
771,772,20,67.0,8877,Pave,Edwards,4,5,1951,CompShg,0.0,Fa,Fa,LwQ,GasA,TA,Y,1220,0,1220,1,1,396,Y,0,4,2006,Normal,102000
772,773,80,94.0,7819,Pave,Edwards,6,5,1976,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1117,0,1117,1,1,672,Y,0,3,2010,Abnorml,107000
773,774,20,70.0,10150,Pave,NAmes,5,5,1958,CompShg,1.0,TA,TA,Rec,GasA,Ex,Y,912,0,912,1,1,275,Y,0,7,2007,Normal,114500
774,775,20,110.0,14226,Pave,NridgHt,8,5,2006,CompShg,375.0,Gd,TA,Unf,GasA,Gd,Y,1973,0,1973,2,1,895,Y,0,7,2007,Partial,395000
775,776,120,32.0,4500,Pave,Mitchel,6,5,1998,CompShg,320.0,Ex,TA,GLQ,GasA,Ex,Y,1204,0,1204,2,1,412,Y,0,6,2009,Normal,162000
776,777,20,86.0,11210,Pave,CollgCr,7,5,2005,CompShg,240.0,Gd,TA,GLQ,GasA,Ex,Y,1614,0,1614,2,1,865,Y,0,7,2006,Partial,221500
777,778,20,100.0,13350,Pave,Sawyer,5,5,1974,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,894,0,894,1,1,440,Y,0,6,2006,Normal,142500
778,779,90,60.0,8400,Pave,SawyerW,5,5,1977,CompShg,320.0,,,,GasA,TA,Y,2020,0,2020,2,2,630,Y,0,10,2007,Normal,144000
779,780,90,78.0,10530,Pave,Mitchel,6,5,1977,CompShg,90.0,Gd,TA,GLQ,GasA,TA,Y,1004,0,1004,1,1,504,Y,0,5,2006,Normal,135000
780,781,20,63.0,7875,Pave,Gilbert,7,5,1995,CompShg,38.0,Gd,Gd,Unf,GasA,Gd,Y,1253,0,1253,2,1,402,Y,0,6,2007,Normal,176000
781,782,60,65.0,7153,Pave,SawyerW,6,5,1992,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,810,793,1603,2,1,484,Y,0,7,2006,Normal,175900
782,783,20,67.0,16285,Pave,CollgCr,7,5,2001,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1430,0,1430,2,1,605,Y,0,6,2009,Normal,187100
783,784,85,,9101,Pave,Mitchel,5,6,1978,CompShg,104.0,Gd,TA,GLQ,GasA,Ex,Y,1110,0,1110,1,1,602,Y,0,7,2009,Normal,165500
784,785,75,35.0,6300,Pave,OldTown,6,6,1914,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,742,742,1484,2,1,0,Y,0,6,2008,Normal,128000
785,786,20,,9790,Pave,NWAmes,6,5,1967,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,1342,0,1342,2,1,457,Y,0,9,2009,Normal,161500
786,787,50,60.0,10800,Pave,OldTown,5,6,1915,CompShg,0.0,Fa,TA,LwQ,GasA,TA,Y,966,686,1652,2,1,416,Y,1200,6,2010,Normal,139000
787,788,60,76.0,10142,Pave,SawyerW,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,956,1128,2084,2,1,618,Y,0,1,2010,Normal,233000
788,789,20,50.0,6000,Pave,OldTown,4,7,1954,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,901,0,901,1,1,281,Y,0,8,2008,Normal,107900
789,790,60,,12205,Pave,ClearCr,6,8,1966,CompShg,157.0,TA,Fa,LwQ,GasA,Gd,Y,976,1111,2087,2,1,444,Y,0,7,2007,Normal,187500
790,791,120,43.0,3182,Pave,Blmngtn,7,5,2005,CompShg,11.0,Gd,TA,GLQ,GasA,Ex,Y,1145,0,1145,2,1,397,Y,0,9,2009,Normal,160200
791,792,80,,11333,Pave,Mitchel,6,5,1976,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1062,0,1062,1,1,539,Y,0,5,2007,Normal,146800
792,793,60,92.0,9920,Pave,NoRidge,7,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1127,886,2013,2,1,455,Y,0,6,2007,Normal,269790
793,794,20,76.0,9158,Pave,Somerst,8,5,2007,CompShg,140.0,Gd,TA,Unf,GasA,Ex,Y,1496,0,1496,2,1,474,Y,0,6,2007,Partial,225000
794,795,60,,10832,Pave,Gilbert,7,5,1994,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1086,809,1895,2,1,409,Y,500,10,2008,Normal,194500
795,796,60,70.0,8400,Pave,SawyerW,6,6,1980,CompShg,130.0,Gd,TA,Unf,GasA,TA,Y,888,676,1564,2,1,476,Y,0,4,2010,Normal,171000
796,797,20,71.0,8197,Pave,Sawyer,6,5,1977,CompShg,148.0,TA,TA,Unf,GasA,Ex,Y,1285,0,1285,1,1,528,Y,0,4,2007,Normal,143500
797,798,20,57.0,7677,Pave,NAmes,5,5,1953,CompShg,0.0,TA,TA,BLQ,GasA,Gd,Y,773,0,773,1,1,240,Y,0,4,2008,Abnorml,110000
798,799,60,104.0,13518,Pave,NridgHt,9,5,2008,CompShg,860.0,Ex,TA,Unf,GasA,Ex,Y,1966,1174,3140,3,1,820,Y,0,7,2009,Partial,485000
799,800,50,60.0,7200,Pave,SWISU,5,7,1937,CompShg,252.0,Gd,TA,ALQ,GasA,Ex,Y,981,787,1768,1,1,240,Y,0,6,2007,Normal,175000
800,801,60,79.0,12798,Pave,ClearCr,6,5,1997,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,616,1072,1688,2,1,603,Y,400,5,2008,Normal,200000
801,802,30,40.0,4800,Pave,IDOTRR,4,7,1916,CompShg,0.0,TA,TA,LwQ,GasA,Ex,Y,1196,0,1196,1,1,440,Y,0,7,2007,Normal,109900
802,803,60,63.0,8199,Pave,CollgCr,7,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,728,728,1456,2,1,410,Y,0,10,2008,Normal,189000
803,804,60,107.0,13891,Pave,NridgHt,9,5,2008,CompShg,424.0,Ex,TA,Unf,GasA,Ex,Y,1734,1088,2822,3,1,1020,Y,0,1,2009,Partial,582933
804,805,20,75.0,9000,Pave,NAmes,5,5,1954,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,1128,0,1128,1,1,286,Y,0,6,2006,Family,118000
805,806,20,91.0,12274,Pave,Somerst,7,5,2008,CompShg,256.0,Gd,TA,Unf,GasA,Ex,Y,1428,0,1428,2,1,554,Y,0,7,2008,Partial,227680
806,807,80,75.0,9750,Pave,NAmes,5,5,1967,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,980,0,980,2,1,384,Y,0,10,2006,Normal,135500
807,808,70,144.0,21384,Pave,BrkSide,5,6,1923,CompShg,0.0,TA,TA,GLQ,GasA,Ex,Y,1072,504,1576,1,1,528,Y,0,5,2009,Normal,223500
808,809,80,85.0,13400,Pave,NAmes,5,5,1966,CompShg,1047.0,TA,TA,ALQ,GasA,TA,Y,1086,0,1086,1,1,484,Y,0,6,2006,Normal,159950
809,810,75,90.0,8100,Pave,OldTown,5,5,1898,CompShg,0.0,TA,TA,Unf,GasA,TA,N,1075,1063,2138,2,3,360,N,0,11,2009,Normal,106000
810,811,20,78.0,10140,Pave,NWAmes,6,6,1974,CompShg,99.0,TA,TA,ALQ,GasA,Fa,Y,1309,0,1309,1,1,484,Y,0,1,2006,Normal,181000
811,812,120,,4438,Pave,CollgCr,6,5,2004,CompShg,169.0,Gd,TA,GLQ,GasA,Ex,Y,848,0,848,1,1,420,Y,0,6,2008,Normal,144500
812,813,20,66.0,8712,Grvl,IDOTRR,5,5,1952,CompShg,0.0,TA,TA,Unf,GasA,TA,N,1044,0,1044,1,1,504,N,54,6,2010,Alloca,55993
813,814,20,75.0,9750,Pave,NAmes,6,6,1958,CompShg,243.0,TA,TA,Rec,GasA,Gd,Y,1442,0,1442,1,1,301,Y,500,4,2007,Normal,157900
814,815,50,45.0,8248,Pave,Edwards,5,7,1918,CompShg,0.0,TA,TA,Unf,GasW,Gd,Y,686,564,1250,1,1,280,P,0,7,2006,Normal,116000
815,816,20,48.0,12137,Pave,CollgCr,7,5,1998,CompShg,442.0,Gd,TA,Unf,GasA,Ex,Y,1661,0,1661,2,1,598,Y,0,5,2010,Normal,224900
816,817,20,,11425,Pave,NAmes,5,6,1954,CompShg,0.0,TA,TA,BLQ,GasA,Gd,Y,1008,0,1008,1,1,275,Y,0,7,2006,Normal,137000
817,818,20,,13265,Pave,Mitchel,8,5,2002,CompShg,148.0,Gd,TA,GLQ,GasA,Ex,Y,1689,0,1689,2,1,857,Y,0,7,2008,Normal,271000
818,819,80,80.0,8816,Pave,ClearCr,6,7,1971,CompShg,80.0,TA,TA,GLQ,GasA,Gd,Y,1052,0,1052,1,1,440,Y,0,6,2010,Normal,155000
819,820,120,44.0,6371,Pave,NridgHt,7,5,2009,CompShg,128.0,Gd,TA,GLQ,GasA,Ex,Y,1358,0,1358,2,1,484,Y,0,6,2010,Partial,224000
820,821,60,72.0,7226,Pave,CollgCr,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,798,842,1640,2,1,595,Y,0,6,2008,Normal,183000
821,822,20,60.0,6000,Pave,OldTown,4,4,1953,CompShg,0.0,Fa,TA,Unf,GasA,TA,N,936,0,936,1,1,576,Y,0,2,2009,Normal,93000
822,823,60,,12394,Pave,Gilbert,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,847,886,1733,2,1,433,Y,0,10,2007,Family,225000
823,824,50,60.0,9900,Pave,SWISU,6,7,1940,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,944,545,1489,2,1,240,Y,0,7,2009,Normal,139500
824,825,20,81.0,11216,Pave,Somerst,8,5,2006,CompShg,0.0,Gd,Gd,Unf,GasA,Ex,Y,1489,0,1489,2,1,776,Y,0,6,2006,Partial,232600
825,826,20,114.0,14803,Pave,NridgHt,10,5,2007,CompShg,816.0,Ex,TA,GLQ,GasA,Ex,Y,2084,0,2084,2,1,1220,Y,0,6,2008,Partial,385000
826,827,45,50.0,6130,Pave,BrkSide,5,6,1924,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,784,0,784,1,1,0,Y,0,5,2008,Normal,109500
827,828,20,65.0,8529,Pave,SawyerW,7,5,2001,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1434,0,1434,2,1,527,Y,0,4,2009,Normal,189000
828,829,60,,28698,Pave,ClearCr,5,5,1967,Tar&Grv,0.0,TA,Gd,LwQ,GasA,TA,Y,1160,966,2126,2,1,538,Y,0,6,2009,Abnorml,185000
829,830,160,24.0,2544,Pave,Somerst,7,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,520,623,1223,2,1,480,Y,0,7,2006,Normal,147400
830,831,20,80.0,11900,Pave,NAmes,6,5,1957,CompShg,387.0,TA,TA,Rec,GasA,TA,Y,1392,0,1392,1,1,458,Y,0,6,2008,Normal,166000
831,832,160,30.0,3180,Pave,Somerst,7,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,520,600,1200,2,1,480,Y,0,6,2006,Normal,151000
832,833,60,44.0,9548,Pave,CollgCr,7,6,2003,CompShg,223.0,Gd,TA,GLQ,GasA,Ex,Y,941,888,1829,2,1,613,Y,0,1,2010,Normal,237000
833,834,20,100.0,10004,Pave,NAmes,6,6,1964,CompShg,180.0,TA,TA,Rec,GasA,TA,Y,1516,0,1516,1,1,472,Y,0,2,2009,Normal,167000
834,835,20,75.0,7875,Pave,NAmes,5,6,1961,CompShg,136.0,TA,TA,Rec,GasA,Gd,Y,1144,0,1144,1,1,456,Y,0,9,2008,Normal,139950
835,836,20,60.0,9600,Pave,Sawyer,4,7,1950,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,1067,0,1067,2,1,436,Y,0,2,2010,Normal,128000
836,837,30,90.0,8100,Pave,OldTown,5,6,1948,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,1559,0,1559,1,1,812,Y,0,6,2007,Normal,153500
837,838,160,21.0,1680,Pave,BrDale,6,5,1973,CompShg,158.0,TA,TA,BLQ,GasA,TA,Y,483,504,987,1,1,264,Y,0,11,2008,Normal,100000
838,839,20,75.0,9525,Pave,CollgCr,5,6,1995,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1099,0,1099,1,1,352,Y,0,6,2008,Normal,144000
839,840,50,70.0,11767,Pave,Edwards,5,6,1946,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,768,432,1200,1,1,240,Y,0,5,2008,Normal,130500
840,841,70,,12155,Pave,SWISU,6,8,1925,CompShg,0.0,TA,TA,BLQ,GasA,TA,N,810,672,1482,2,1,400,P,0,3,2008,Normal,140000
841,842,70,60.0,10440,Pave,OldTown,5,8,1904,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,958,581,1539,2,1,686,P,0,6,2008,Normal,157500
842,843,80,82.0,9020,Pave,NAmes,6,7,1966,CompShg,183.0,TA,TA,Rec,GasA,TA,Y,1165,0,1165,1,1,490,Y,0,5,2008,Normal,174900
843,844,90,80.0,8000,Pave,NAmes,5,4,1961,CompShg,0.0,TA,TA,Unf,GasA,Ex,N,1800,0,1800,2,2,0,Y,0,7,2007,Normal,141000
844,845,50,100.0,12665,Pave,OldTown,5,8,1915,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,876,540,1416,1,1,720,Y,0,6,2008,Normal,153900
845,846,85,,16647,Pave,Sawyer,5,5,1975,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1701,0,1701,2,1,611,Y,0,1,2007,Normal,171000
846,847,60,75.0,9317,Pave,SawyerW,7,5,1993,CompShg,137.0,Gd,TA,ALQ,GasA,Ex,Y,1006,769,1775,2,1,425,Y,0,7,2009,Normal,213000
847,848,20,36.0,15523,Pave,CollgCr,5,6,1972,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,864,0,864,1,1,338,Y,0,8,2009,Normal,133500
848,849,50,75.0,45600,Pave,ClearCr,6,8,1908,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1307,1051,2358,3,1,360,Y,0,9,2008,Normal,240000
849,850,80,80.0,9600,Pave,Veenker,6,7,1976,CompShg,360.0,TA,TA,Unf,GasA,Ex,Y,1094,761,1855,2,1,512,Y,0,8,2007,Normal,187000
850,851,120,36.0,4435,Pave,CollgCr,6,5,2003,CompShg,170.0,Gd,TA,GLQ,GasA,Ex,Y,848,0,848,1,1,420,Y,0,11,2007,Normal,131500
851,852,120,,3196,Pave,Blmngtn,8,5,2003,CompShg,40.0,Gd,TA,Unf,GasA,Ex,Y,1456,0,1456,2,1,400,Y,0,5,2006,Normal,215000
852,853,75,53.0,7128,Pave,Crawfor,7,5,1941,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,918,728,1646,2,1,240,Y,0,8,2007,Normal,164000
853,854,80,,12095,Pave,NAmes,6,6,1964,CompShg,115.0,TA,TA,Rec,GasA,TA,Y,1445,0,1445,1,1,645,Y,0,8,2009,Normal,158000
854,855,20,102.0,17920,Pave,Sawyer,5,4,1955,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1779,0,1779,1,1,454,Y,0,7,2006,Abnorml,170000
855,856,20,,6897,Pave,Sawyer,5,8,1962,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1040,0,1040,1,1,260,Y,0,4,2010,Normal,127000
856,857,80,,10970,Pave,CollgCr,6,6,1978,CompShg,0.0,Gd,Gd,GLQ,GasA,TA,Y,1026,0,1026,1,1,576,Y,0,10,2008,Normal,147000
857,858,60,65.0,8125,Pave,Gilbert,6,5,1994,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,702,779,1481,2,1,343,Y,0,3,2009,Normal,174000
858,859,20,80.0,10400,Pave,NWAmes,7,5,1976,CompShg,189.0,Gd,TA,Unf,GasA,TA,Y,1370,0,1370,2,1,479,Y,0,6,2009,Family,152000
859,860,60,,11029,Pave,NWAmes,6,7,1968,CompShg,220.0,TA,TA,BLQ,GasA,TA,Y,1512,1142,2654,2,1,619,Y,0,8,2006,Normal,250000
860,861,50,55.0,7642,Pave,Crawfor,7,8,1918,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,912,514,1426,1,1,216,Y,0,6,2007,Normal,189950
861,862,190,75.0,11625,Pave,Sawyer,5,4,1965,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,1039,0,1039,1,1,504,Y,0,4,2010,Normal,131500
862,863,20,81.0,9672,Pave,SawyerW,6,5,1984,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,1097,0,1097,2,1,480,Y,0,5,2010,Normal,152000
863,864,20,70.0,7931,Pave,NAmes,5,5,1959,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1148,0,1148,1,1,672,Y,0,7,2009,Normal,132500
864,865,20,72.0,8640,Pave,Somerst,7,5,2007,CompShg,0.0,Ex,TA,Unf,GasA,Ex,Y,1372,0,1372,2,1,529,Y,0,5,2008,Partial,250580
865,866,20,,8750,Pave,NAmes,5,6,1970,CompShg,76.0,TA,TA,BLQ,GasA,TA,Y,1002,0,1002,1,1,902,Y,0,8,2009,Normal,148500
866,867,20,67.0,10656,Pave,Timber,8,5,2006,CompShg,274.0,Gd,TA,Unf,GasA,Ex,Y,1646,0,1646,2,1,870,Y,0,11,2007,Partial,248900
867,868,20,85.0,6970,Pave,Sawyer,4,5,1961,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1120,0,1120,1,1,544,Y,400,5,2007,Normal,129000
868,869,60,,14762,Pave,Gilbert,5,6,1948,CompShg,0.0,,,,GasA,Gd,Y,1547,720,2320,2,1,672,P,0,5,2006,Normal,169000
869,870,60,80.0,9938,Pave,SawyerW,7,5,1993,CompShg,246.0,Gd,TA,GLQ,GasA,Ex,Y,1062,887,1949,2,1,574,Y,0,6,2010,Normal,236000
870,871,20,60.0,6600,Pave,NAmes,5,5,1962,CompShg,0.0,TA,TA,Unf,GasA,Gd,N,894,0,894,1,1,308,Y,0,8,2009,Normal,109500
871,872,60,70.0,8750,Pave,CollgCr,6,5,1998,CompShg,116.0,Gd,TA,GLQ,GasA,Ex,Y,804,878,1682,2,1,523,Y,0,6,2010,Normal,200500
872,873,20,74.0,8892,Pave,NAmes,5,7,1953,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,910,0,910,1,1,414,Y,0,10,2008,Normal,116000
873,874,40,60.0,12144,Pave,NAmes,5,7,1949,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,1036,0,1268,1,1,288,Y,0,9,2009,Normal,133000
874,875,50,52.0,5720,Pave,OldTown,5,6,1941,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,676,455,1131,1,1,200,Y,0,8,2009,Abnorml,66500
875,876,60,75.0,9000,Pave,Somerst,8,5,2007,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1184,1426,2610,2,1,550,Y,0,8,2007,Partial,303477
876,877,20,94.0,25286,Pave,Mitchel,4,5,1963,CompShg,0.0,TA,TA,ALQ,GasA,Gd,Y,1040,0,1040,1,1,648,Y,0,1,2007,Normal,132250
877,878,60,74.0,8834,Pave,NridgHt,9,5,2004,CompShg,216.0,Ex,TA,GLQ,GasA,Ex,Y,1462,762,2224,2,1,738,Y,0,6,2009,Normal,350000
878,879,85,88.0,11782,Pave,Sawyer,5,7,1961,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,1155,0,1155,1,1,576,Y,400,6,2010,Normal,148000
879,880,20,,7000,Pave,CollgCr,5,8,1978,CompShg,90.0,TA,TA,ALQ,GasA,Ex,Y,864,0,864,1,1,336,Y,0,7,2009,Normal,136500
880,881,20,60.0,7024,Pave,Edwards,5,5,2005,CompShg,0.0,Ex,Gd,ALQ,GasA,Gd,Y,1090,0,1090,1,1,450,Y,0,6,2007,Normal,157000
881,882,50,44.0,13758,Pave,Timber,7,5,1990,CompShg,117.0,Gd,TA,LwQ,GasA,Ex,Y,1187,530,1717,2,1,400,Y,0,4,2007,Normal,187500
882,883,60,,9636,Pave,Gilbert,6,5,1992,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,808,785,1593,2,1,389,Y,0,12,2009,Normal,178000
883,884,75,60.0,6204,Pave,SWISU,4,5,1912,CompShg,0.0,TA,Fa,Unf,GasA,TA,N,954,795,2230,1,1,440,Y,0,3,2006,Normal,118500
884,885,20,65.0,7150,Pave,NAmes,5,5,1967,CompShg,60.0,TA,TA,BLQ,GasA,TA,Y,892,0,892,1,1,288,Y,0,7,2009,Normal,100000
885,886,120,50.0,5119,Pave,Somerst,9,5,1999,CompShg,60.0,Ex,TA,GLQ,GasA,Ex,Y,1709,0,1709,2,1,506,Y,0,1,2008,Abnorml,328900
886,887,90,70.0,8393,Pave,NAmes,5,5,1959,CompShg,122.0,TA,TA,LwQ,GasA,Ex,Y,1712,0,1712,2,2,588,Y,0,6,2006,Family,145000
887,888,50,59.0,16466,Pave,Edwards,5,7,1955,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,872,521,1393,1,1,300,Y,0,4,2008,Normal,135500
888,889,20,95.0,15865,Pave,NAmes,8,6,1970,Tar&Grv,0.0,TA,Gd,ALQ,GasA,Ex,Y,2217,0,2217,2,1,621,Y,0,10,2007,Normal,268000
889,890,20,128.0,12160,Pave,NAmes,6,4,1953,CompShg,90.0,TA,TA,BLQ,GasA,Ex,Y,1505,0,1505,1,1,505,Y,0,2,2009,Normal,149500
890,891,50,60.0,8064,Pave,NAmes,5,7,1949,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,672,252,924,1,1,576,Y,2000,7,2007,Normal,122900
891,892,60,70.0,11184,Pave,Sawyer,6,5,1978,CompShg,92.0,TA,TA,LwQ,GasA,Gd,Y,918,765,1683,2,1,440,Y,0,7,2009,Normal,172500
892,893,20,70.0,8414,Pave,Sawyer,6,8,1963,CompShg,0.0,TA,TA,GLQ,GasA,TA,Y,1068,0,1068,1,1,264,Y,0,2,2006,Normal,154500
893,894,20,,13284,Pave,Sawyer,5,5,1954,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,1383,0,1383,1,1,354,Y,0,6,2008,Normal,165000
894,895,90,64.0,7018,Pave,SawyerW,5,5,1979,CompShg,0.0,,,,GasA,TA,Y,1535,0,1535,2,2,400,Y,0,6,2009,Alloca,118858
895,896,60,71.0,7056,Pave,NAmes,6,5,1963,CompShg,415.0,TA,TA,BLQ,GasA,TA,Y,983,813,1796,1,1,483,Y,0,10,2008,Normal,140000
896,897,30,50.0,8765,Pave,IDOTRR,4,6,1936,CompShg,0.0,TA,TA,ALQ,GasA,Ex,N,951,0,951,1,1,327,Y,0,4,2006,Abnorml,106500
897,898,90,64.0,7018,Pave,SawyerW,5,5,1979,CompShg,0.0,,,,GasA,TA,Y,1120,1120,2240,2,2,528,Y,0,6,2009,Alloca,142953
898,899,20,100.0,12919,Pave,NridgHt,9,5,2009,CompShg,760.0,Ex,TA,GLQ,GasA,Ex,Y,2364,0,2364,2,1,820,Y,0,3,2010,Partial,611657
899,900,20,65.0,6993,Pave,Sawyer,5,7,1961,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1236,0,1236,1,1,288,Y,0,6,2006,Normal,135000
900,901,20,,7340,Pave,NAmes,4,6,1971,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,858,0,858,1,1,684,Y,0,6,2007,Normal,110000
901,902,20,64.0,8712,Pave,NAmes,5,7,1957,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1306,0,1306,1,1,756,Y,0,5,2009,Normal,153000
902,903,60,63.0,7875,Pave,Gilbert,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,807,702,1509,2,1,393,Y,0,7,2006,Normal,180000
903,904,20,50.0,14859,Pave,Gilbert,7,5,2006,CompShg,27.0,Gd,TA,Unf,GasA,Ex,Y,1670,0,1670,2,1,690,Y,0,8,2006,Partial,240000
904,905,20,,6173,Pave,Sawyer,5,6,1967,CompShg,75.0,TA,TA,GLQ,GasA,TA,Y,902,0,902,1,1,288,Y,0,8,2007,Normal,125500
905,906,20,80.0,9920,Pave,NAmes,5,5,1954,CompShg,110.0,TA,TA,Rec,GasA,TA,Y,1063,0,1063,1,1,280,Y,0,2,2010,Normal,128000
906,907,20,116.0,13501,Pave,Somerst,8,5,2006,CompShg,208.0,Gd,TA,GLQ,GasA,Ex,Y,1636,0,1636,2,1,865,Y,0,6,2007,Normal,255000
907,908,50,86.0,11500,Pave,Crawfor,7,7,1936,CompShg,0.0,Gd,TA,Rec,GasA,Gd,Y,1020,1037,2057,1,1,180,Y,0,6,2006,Normal,250000
908,909,20,,8885,Pave,Mitchel,5,5,1983,CompShg,0.0,Gd,TA,BLQ,GasA,TA,Y,902,0,902,1,1,484,Y,0,6,2006,Normal,131000
909,910,60,149.0,12589,Pave,Gilbert,6,5,2005,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,742,742,1484,2,1,390,Y,0,6,2009,Normal,174000
